,run,train acc,test acc,n,m
0,1,1.0,0.9624277456647399,31,6
1,2,0.0,0.0,13,9
2,3,0.0,0.0,167,18
3,4,0.0,0.0,145,15
4,5,0.0,0.0,54,13
5,6,1.0,0.9566473988439307,19,2
6,7,0.0,0.0,118,7
7,8,0.0,0.0,197,12
8,9,0.0,0.0,136,11
9,10,0.0,0.0,54,8
10,11,1.0,0.9624277456647399,45,4
11,12,1.0,0.9624277456647399,78,4
12,13,0.0,0.0,122,17
13,14,1.0,0.9653179190751445,124,5
14,15,0.0,0.0,36,16
15,16,1.0,0.9653179190751445,124,5
16,17,0.0,0.0,124,10
17,18,1.0,0.9624277456647399,59,5
18,19,0.0,0.0,124,15
19,20,0.0,0.0,124,16
20,21,0.0,0.0,136,7
21,22,1.0,0.9739884393063584,184,6
22,23,0.0,0.0,124,9
23,24,1.0,0.9653179190751445,124,5
24,25,1.0,0.9682080924855492,169,5
25,26,0.0,0.0,178,17
26,27,1.0,0.9624277456647399,61,5
27,28,0.0,0.0,6,10
28,29,1.0,0.9682080924855492,155,5
29,30,1.0,0.9710982658959537,181,6
30,31,0.0,0.0,184,19
31,32,0.0,0.0,184,18
32,33,1.0,0.9595375722543352,184,1
33,34,0.0,0.0,160,14
34,35,0.0,0.0,106,8
35,36,1.0,0.9682080924855492,80,6
36,37,1.0,0.9739884393063584,170,6
37,38,1.0,0.9739884393063584,154,6
38,39,0.0,0.0,184,17
39,40,1.0,0.9624277456647399,184,2
40,41,0.0,0.0,167,13
41,42,1.0,0.9739884393063584,151,6
42,43,1.0,0.9682080924855492,83,6
43,44,1.0,0.9739884393063584,184,6
44,45,1.0,0.9739884393063584,130,6
45,46,0.0,0.0,32,10
46,47,0.0,0.0,184,15
47,48,1.0,0.9624277456647399,184,2
48,49,1.0,0.9595375722543352,184,1
49,50,1.0,0.9595375722543352,165,1
50,51,0.0,0.0,184,14
51,52,1.0,0.9739884393063584,184,6
52,53,1.0,0.9739884393063584,184,6
53,54,1.0,0.9624277456647399,44,4
54,55,0.0,0.0,184,16
55,56,0.0,0.0,153,15
56,57,0.0,0.0,184,9
57,58,0.0,0.0,98,15
58,59,1.0,0.9566473988439307,59,2
59,60,1.0,0.9739884393063584,184,6
60,61,1.0,0.9739884393063584,184,6
61,62,1.0,0.9653179190751445,110,5
62,63,1.0,0.9682080924855492,184,4
63,64,1.0,0.9595375722543352,63,6
64,65,0.0,0.0,184,10
65,66,1.0,0.9739884393063584,184,6
66,67,0.0,0.0,184,10
67,68,0.0,0.0,184,18
68,69,1.0,0.9653179190751445,67,6
69,70,0.0,0.0,22,9
70,71,0.9992764109985528,0.9450867052023122,14,2
71,72,0.9884225759768451,0.9595375722543352,4,5
72,73,1.0,0.9653179190751445,145,2
73,74,0.0,0.0,186,8
74,75,0.0,0.0,196,7
75,76,0.0,0.0,151,15
76,77,0.0,0.0,184,8
77,78,1.0,0.9739884393063584,184,6
78,79,1.0,0.9739884393063584,184,6
79,80,0.0,0.0,191,12
80,81,0.9971056439942113,0.9450867052023122,14,6
81,82,0.0,0.0,184,8
82,83,0.0,0.0,184,8
83,84,1.0,0.9739884393063584,184,6
84,85,1.0,0.9739884393063584,184,6
85,86,1.0,0.9624277456647399,33,6
86,87,0.0,0.0,184,7
87,88,1.0,0.9739884393063584,184,6
88,89,1.0,0.9624277456647399,35,6
89,90,1.0,0.9739884393063584,155,6
90,91,1.0,0.9739884393063584,184,6
91,92,0.0,0.0,184,11
92,93,1.0,0.9624277456647399,55,6
93,94,0.0,0.0,121,8
94,95,1.0,0.9739884393063584,184,6
95,96,1.0,0.9739884393063584,184,6
96,97,1.0,0.976878612716763,114,6
97,98,1.0,0.9682080924855492,81,6
98,99,0.0,0.0,68,14
99,100,1.0,0.9739884393063584,106,6
100,101,1.0,0.976878612716763,114,6
101,102,0.9949348769898697,0.8670520231213873,6,1
102,103,0.0,0.0,186,11
103,104,0.0,0.0,151,11
104,105,1.0,0.9739884393063584,137,6
105,106,0.992040520984081,0.9479768786127167,3,6
106,107,1.0,0.976878612716763,114,6
107,108,1.0,0.9653179190751445,114,2
108,109,1.0,0.9624277456647399,172,2
109,110,0.0,0.0,114,10
110,111,1.0,0.976878612716763,114,6
111,112,1.0,0.976878612716763,114,6
112,113,0.0,0.0,114,14
113,114,0.0,0.0,114,13
114,115,0.9985528219971056,0.9479768786127167,17,6
115,116,1.0,0.976878612716763,114,6
116,117,1.0,0.9624277456647399,114,1
117,118,0.0,0.0,114,16
118,119,1.0,0.976878612716763,114,6
119,120,1.0,0.9682080924855492,160,4
120,121,0.0,0.0,106,10
121,122,1.0,0.9653179190751445,144,3
122,123,0.0,0.0,91,15
123,124,0.0,0.0,114,19
124,125,1.0,0.9653179190751445,114,2
125,126,1.0,0.9739884393063584,168,6
126,127,1.0,0.9710982658959537,111,6
127,128,1.0,0.9508670520231214,25,6
128,129,1.0,0.976878612716763,114,6
129,130,1.0,0.976878612716763,114,6
130,131,1.0,0.9739884393063584,149,6
131,132,0.0,0.0,30,16
132,133,0.0,0.0,114,14
133,134,0.0,0.0,86,8
134,135,0.9876989869753979,0.9595375722543352,2,6
135,136,0.0,0.0,114,13
136,137,1.0,0.9739884393063584,156,6
137,138,0.0,0.0,181,7
138,139,0.0,0.0,114,14
139,140,1.0,0.976878612716763,114,6
140,141,0.0,0.0,113,15
141,142,1.0,0.976878612716763,114,6
142,143,0.0,0.0,114,14
143,144,1.0,0.976878612716763,114,6
144,145,1.0,0.976878612716763,114,6
145,146,1.0,0.976878612716763,114,6
146,147,1.0,0.976878612716763,114,6
147,148,1.0,0.9653179190751445,118,3
148,149,1.0,0.9739884393063584,153,6
149,150,1.0,0.9739884393063584,121,6
150,151,1.0,0.9653179190751445,114,3
151,152,0.0,0.0,139,18
152,153,0.0,0.0,114,18
153,154,0.0,0.0,114,18
154,155,0.0,0.0,57,17
